cluster_id	referent	in_clust
405	ET948_RS08700	ET948_RS08700
405	ET948_RS08700	CEQ48_RS13820
405	ET948_RS08700	TW84_RS07355
406	ET948_RS16780	ET948_RS16780
406	ET948_RS16780	TW84_RS18820
406	ET948_RS16780	TW84_RS14655
407	GPX87_RS08425	GPX87_RS08425
408	GPX92_RS02130	GPX92_RS02130
409	EXA14_RS20305	EXA14_RS20305
410	EXA14_RS17390	EXA14_RS17390
411	EXA16_RS13245	EXA16_RS13245
411	EXA16_RS13245	AACT69_RS08410
412	EXA17_RS15530	EXA17_RS15530
413	EXA17_RS15710	EXA17_RS15710
414	EXA18_RS06235	EXA18_RS06235
414	EXA18_RS06235	AACU04_RS16745
415	EXA19_RS12350	EXA19_RS12350
416	EXA19_RS12530	EXA19_RS12530
417	EXA19_RS12695	EXA19_RS12695
418	EXA20_RS14925	EXA20_RS14925
418	EXA20_RS14925	DLR58_RS19060
418	EXA20_RS14925	JYA58_RS11065
418	EXA20_RS14925	ET948_RS03325
418	EXA20_RS14925	AACV94_RS15425
418	EXA20_RS14925	DLR65_RS18875
419	EXA21_RS07830	EXA21_RS07830
420	EXA18_RS12625	EXA18_RS12625
421	EXA22_RS15950	EXA22_RS15950
422	EXA23_RS15595	EXA23_RS15595
423	MJ623_RS14380	MJ623_RS14380
424	MJ623_RS16635	MJ623_RS16635
425	ET948_RS06275	ET948_RS06275
425	ET948_RS06275	CEQ48_RS06710
425	ET948_RS06275	TW84_RS09410
426	ET948_RS17200	ET948_RS17200
426	ET948_RS17200	CEQ48_RS02160
427	ET948_RS17570	ET948_RS17570
428	GPX92_RS13575	GPX92_RS13575
429	GPX92_RS13735	GPX92_RS13735
430	EXA14_RS06965	EXA14_RS06965
431	EXA16_RS14405	EXA16_RS14405
431	EXA16_RS14405	TW84_RS07730
432	EXA17_RS17860	EXA17_RS17860
433	EXA19_RS16960	EXA19_RS16960
434	EXA22_RS15695	EXA22_RS15695
435	ET948_RS10925	ET948_RS10925
435	ET948_RS10925	OH455_RS12520
436	ET948_RS14855	ET948_RS14855
437	GPX87_RS09775	GPX87_RS09775
438	EXA14_RS03150	EXA14_RS03150
439	EXA16_RS07775	EXA16_RS07775
440	EXA21_RS16265	EXA21_RS16265
441	EXA22_RS16995	EXA22_RS16995
442	EXA23_RS11830	EXA23_RS11830
443	EXA23_RS16810	EXA23_RS16810
443	EXA23_RS16810	EXA20_RS15900
444	ET948_RS00575	ET948_RS00575
445	ET948_RS00955	ET948_RS00955
445	ET948_RS00955	TW84_RS13330
446	ET948_RS05640	ET948_RS05640
446	ET948_RS05640	CEQ48_RS06035
446	ET948_RS05640	TW84_RS05810
447	ET948_RS11945	ET948_RS11945
448	ET948_RS12320	ET948_RS12320
449	TW84_RS00245	TW84_RS00245
450	TW84_RS00405	TW84_RS00405
451	TW84_RS04325	TW84_RS04325
451	TW84_RS04325	ET948_RS11365
452	TW84_RS03435	TW84_RS03435
452	TW84_RS03435	EXA14_RS17455
453	TW84_RS09715	TW84_RS09715
453	TW84_RS09715	ET948_RS09145
453	TW84_RS09715	CEQ48_RS13590
454	TW84_RS09875	TW84_RS09875
454	TW84_RS09875	ET948_RS09020
454	TW84_RS09875	CEQ48_RS08925
455	TW84_RS23735	TW84_RS23735
456	TW84_RS13240	TW84_RS13240
456	TW84_RS13240	ET948_RS07170
456	TW84_RS13240	CEQ48_RS07535
457	TW84_RS17955	TW84_RS17955
457	TW84_RS17955	ET948_RS10640
457	TW84_RS17955	CEQ48_RS05405
458	TW84_RS18120	TW84_RS18120
458	TW84_RS18120	GPX87_RS08370
459	TW84_RS22555	TW84_RS22555
459	TW84_RS22555	GPX87_RS06570
459	TW84_RS22555	CEQ48_RS18285
460	HRU48_RS20585	HRU48_RS20585
461	JYA58_RS18005	JYA58_RS18005
462	TW84_RS12860	TW84_RS12860
463	TW84_RS13025	TW84_RS13025
464	TW84_RS16905	TW84_RS16905
464	TW84_RS16905	CEQ48_RS09835
464	TW84_RS16905	ET948_RS12065
465	TW84_RS17100	TW84_RS17100
466	TW84_RS20345	TW84_RS20345
467	HRU48_RS23315	HRU48_RS23315
468	JYA58_RS15950	JYA58_RS15950
469	JYA58_RS21825	JYA58_RS21825
470	JYA58_RS07530	JYA58_RS07530
471	AACV95_RS23285	AACV95_RS23285
472	TW84_RS02110	TW84_RS02110
473	TW84_RS02285	TW84_RS02285
473	TW84_RS02285	DLR65_RS12610
474	TW84_RS02460	TW84_RS02460
474	TW84_RS02460	ET948_RS12270
475	TW84_RS07380	TW84_RS07380
476	TW84_RS07560	TW84_RS07560
477	TW84_RS11250	TW84_RS11250
478	TW84_RS11445	TW84_RS11445
479	TW84_RS15140	TW84_RS15140
480	CEQ48_RS00720	CEQ48_RS00720
481	CEQ48_RS01390	CEQ48_RS01390
482	CEQ48_RS02415	CEQ48_RS02415
482	CEQ48_RS02415	TW84_RS03380
483	CEQ48_RS03205	CEQ48_RS03205
483	CEQ48_RS03205	ET948_RS16850
484	CEQ48_RS03480	CEQ48_RS03480
484	CEQ48_RS03480	ET948_RS16255
485	CEQ48_RS04255	CEQ48_RS04255
486	CEQ48_RS04480	CEQ48_RS04480
487	CEQ48_RS20525	CEQ48_RS20525
488	DLR58_RS04105	DLR58_RS04105
488	DLR58_RS04105	TW84_RS15085
488	DLR58_RS04105	ET948_RS07835
488	DLR58_RS04105	AACT69_RS11270
488	DLR58_RS04105	ET948_RS11530
488	DLR58_RS04105	TW84_RS16270
489	DLR58_RS06055	DLR58_RS06055
489	DLR58_RS06055	TW84_RS15100
489	DLR58_RS06055	ET948_RS16175
490	DLR58_RS07105	DLR58_RS07105
490	DLR58_RS07105	TW84_RS22075
491	DLR58_RS08495	DLR58_RS08495
491	DLR58_RS08495	MJ623_RS05585
491	DLR58_RS08495	TW84_RS04340
492	DLR58_RS13445	DLR58_RS13445
493	DLR58_RS14015	DLR58_RS14015
494	DLR58_RS16535	DLR58_RS16535
495	DLR58_RS18115	DLR58_RS18115
496	DLR62_RS02660	DLR62_RS02660
497	DLR62_RS03550	DLR62_RS03550
497	DLR62_RS03550	GPX92_RS08215
498	DLR62_RS16620	DLR62_RS16620
498	DLR62_RS16620	ET948_RS17135
499	DLR62_RS19135	DLR62_RS19135
500	DLR59_RS13955	DLR59_RS13955
501	DLR61_RS07730	DLR61_RS07730
502	DLR65_RS14995	DLR65_RS14995
503	DLR65_RS02190	DLR65_RS02190
504	DLR65_RS04825	DLR65_RS04825
505	AACU04_RS03545	AACU04_RS03545
506	AACU04_RS18605	AACU04_RS18605
507	AACT71_RS12065	AACT71_RS12065
508	AACU00_RS07395	AACU00_RS07395
509	AACU00_RS17580	AACU00_RS17580
510	AACT69_RS10355	AACT69_RS10355
511	AACT74_RS03915	AACT74_RS03915
512	AACU23_RS05870	AACU23_RS05870
513	AACU23_RS15955	AACU23_RS15955
514	CEQ48_RS06735	CEQ48_RS06735
514	CEQ48_RS06735	TW84_RS09385
514	CEQ48_RS06735	ET948_RS06300
515	CEQ48_RS06950	CEQ48_RS06950
515	CEQ48_RS06950	TW84_RS22775
515	CEQ48_RS06950	ET948_RS06490
516	CEQ48_RS20075	CEQ48_RS20075
517	TW84_RS12255	TW84_RS12255
518	TW84_RS12470	TW84_RS12470
519	TW84_RS15685	TW84_RS15685
519	TW84_RS15685	ET948_RS10080
519	TW84_RS15685	DLR58_RS11995
520	TW84_RS16025	TW84_RS16025
520	TW84_RS16025	CEQ48_RS18060
521	TW84_RS20145	TW84_RS20145
522	JYA58_RS23035	JYA58_RS23035
523	JYA58_RS23225	JYA58_RS23225
524	JYA57_RS13235	JYA57_RS13235
525	OH455_RS12790	OH455_RS12790
526	ABS858_RS19370	ABS858_RS19370
527	AACV94_RS00650	AACV94_RS00650
527	AACV94_RS00650	ABS858_RS06525
527	AACV94_RS00650	HRU48_RS15525
528	AACX92_RS00870	AACX92_RS00870
529	AACX92_RS21655	AACX92_RS21655
530	TW84_RS03715	TW84_RS03715
531	TW84_RS04075	TW84_RS04075
531	TW84_RS04075	ET948_RS11080
531	TW84_RS04075	DLR58_RS14550
532	TW84_RS07765	TW84_RS07765
533	TW84_RS07955	TW84_RS07955
534	TW84_RS11630	TW84_RS11630
535	TW84_RS12005	TW84_RS12005
536	TW84_RS16575	TW84_RS16575
536	TW84_RS16575	ET948_RS08510
536	TW84_RS16575	CEQ48_RS08985
537	TW84_RS20840	TW84_RS20840
538	TW84_RS21010	TW84_RS21010
539	HRU48_RS19725	HRU48_RS19725
540	JYA58_RS22150	JYA58_RS22150
541	JYA57_RS15690	JYA57_RS15690
542	OH455_RS16965	OH455_RS16965
543	OH455_RS10645	OH455_RS10645
543	OH455_RS10645	AACT71_RS11960
544	AACS08_RS10150	AACS08_RS10150
544	AACS08_RS10150	AACS08_RS10170
544	AACS08_RS10150	OH455_RS02365
544	AACS08_RS10150	JYA58_RS24650
544	AACS08_RS10150	JYA57_RS10825
544	AACS08_RS10150	ABS858_RS22540
544	AACS08_RS10150	JYA57_RS10755
545	AACX92_RS02870	AACX92_RS02870
546	TW84_RS15530	TW84_RS15530
546	TW84_RS15530	ET948_RS00745
546	TW84_RS15530	CEQ48_RS15085
547	TW84_RS19220	TW84_RS19220
548	TW84_RS19385	TW84_RS19385
549	TW84_RS23260	TW84_RS23260
550	JYA58_RS04845	JYA58_RS04845
551	JYA58_RS24155	JYA58_RS24155
552	OH455_RS01165	OH455_RS01165
553	AACV94_RS00505	AACV94_RS00505
554	TW84_RS03065	TW84_RS03065
555	TW84_RS03255	TW84_RS03255
556	TW84_RS03450	TW84_RS03450
557	TW84_RS23855	TW84_RS23855
558	TW84_RS22560	TW84_RS22560
558	TW84_RS22560	CEQ48_RS18275
559	HRU48_RS13230	HRU48_RS13230
559	HRU48_RS13230	ET948_RS10255
559	HRU48_RS13230	DLR58_RS12290
560	HRU48_RS20590	HRU48_RS20590
561	JYA58_RS18010	JYA58_RS18010
562	TW84_RS12630	TW84_RS12630
563	TW84_RS12865	TW84_RS12865
564	TW84_RS13030	TW84_RS13030
565	TW84_RS17105	TW84_RS17105
566	TW84_RS20350	TW84_RS20350
567	HRU48_RS23320	HRU48_RS23320
568	JYA58_RS16085	JYA58_RS16085
568	JYA58_RS16085	DLR60_RS19085
569	JYA58_RS21830	JYA58_RS21830
570	JYA58_RS25045	JYA58_RS25045
571	OH455_RS02305	OH455_RS02305
571	OH455_RS02305	AACV94_RS22320
572	AACS08_RS11010	AACS08_RS11010
572	AACS08_RS11010	DLR59_RS08070
572	AACS08_RS11010	ET948_RS02005
573	AACS08_RS23570	AACS08_RS23570
574	AACV83_RS00530	AACV83_RS00530
575	TW84_RS02115	TW84_RS02115
576	TW84_RS02465	TW84_RS02465
576	TW84_RS02465	ET948_RS12275
577	TW84_RS07385	TW84_RS07385
578	TW84_RS07565	TW84_RS07565
578	TW84_RS07565	ET948_RS13420
579	TW84_RS11255	TW84_RS11255
580	TW84_RS11450	TW84_RS11450
581	TW84_RS15145	TW84_RS15145
582	TW84_RS24970	TW84_RS24970
583	CEQ48_RS00755	CEQ48_RS00755
584	EXA22_RS10460	EXA22_RS10460
585	EXA23_RS04130	EXA23_RS04130
586	MJ623_RS18955	MJ623_RS18955
587	ET948_RS13060	ET948_RS13060
587	ET948_RS13060	EXA14_RS15240
587	ET948_RS13060	CEQ48_RS04650
588	ET948_RS16215	ET948_RS16215
589	ET948_RS16375	ET948_RS16375
590	ET948_RS16575	ET948_RS16575
590	ET948_RS16575	TW84_RS06910
590	ET948_RS16575	CEQ48_RS02665
591	GPX92_RS15690	GPX92_RS15690
592	GPX94_RS17555	GPX94_RS17555
593	EXA14_RS16655	EXA14_RS16655
594	EXA16_RS16460	EXA16_RS16460
595	EXA17_RS02195	EXA17_RS02195
596	EXA19_RS14875	EXA19_RS14875
596	EXA19_RS14875	JYA58_RS21870
597	EXA20_RS01135	EXA20_RS01135
598	EXA22_RS16455	EXA22_RS16455
599	EXA23_RS14735	EXA23_RS14735
599	EXA23_RS14735	EXA23_RS14705
599	EXA23_RS14735	EXA14_RS16505
600	MJ623_RS12140	MJ623_RS12140
601	MJ623_RS19120	MJ623_RS19120
602	ET948_RS03735	ET948_RS03735
603	ET948_RS05310	ET948_RS05310
603	ET948_RS05310	TW84_RS21935
603	ET948_RS05310	CEQ48_RS05680
604	ET948_RS08010	ET948_RS08010
604	ET948_RS08010	CEQ48_RS08295
604	ET948_RS08010	TW84_RS06055
605	ET948_RS08180	ET948_RS08180
605	ET948_RS08180	CEQ48_RS08470
605	ET948_RS08180	TW84_RS22965
606	ET948_RS08350	ET948_RS08350
606	ET948_RS08350	OH455_RS10020
606	ET948_RS08350	CEQ48_RS08640
607	ET948_RS08530	ET948_RS08530
607	ET948_RS08530	TW84_RS16595
607	ET948_RS08530	CEQ48_RS09005
608	ET948_RS17170	ET948_RS17170
609	GPX87_RS08445	GPX87_RS08445
610	GPX94_RS03875	GPX94_RS03875
611	EXA14_RS11910	EXA14_RS11910
612	EXA14_RS17480	EXA14_RS17480
612	EXA14_RS17480	TW84_RS17025
613	EXA15_RS15775	EXA15_RS15775
613	EXA15_RS15775	AACU00_RS12290
614	EXA16_RS13285	EXA16_RS13285
615	EXA17_RS15550	EXA17_RS15550
616	EXA19_RS12380	EXA19_RS12380
617	EXA19_RS12555	EXA19_RS12555
618	EXA19_RS12715	EXA19_RS12715
619	EXA20_RS14945	EXA20_RS14945
620	EXA17_RS16785	EXA17_RS16785
621	EXA22_RS18405	EXA22_RS18405
622	EXA23_RS15790	EXA23_RS15790
623	MJ623_RS14400	MJ623_RS14400
624	B5D54_RS11970	B5D54_RS11970
624	B5D54_RS11970	CEQ48_RS19335
625	ET948_RS03165	ET948_RS03165
625	ET948_RS03165	TW84_RS22515
625	ET948_RS03165	CEQ48_RS17535
626	ET948_RS06295	ET948_RS06295
626	ET948_RS06295	TW84_RS09390
626	ET948_RS06295	CEQ48_RS06730
627	ET948_RS06460	ET948_RS06460
627	ET948_RS06460	GPX92_RS11130
628	ET948_RS17590	ET948_RS17590
629	GPX92_RS13595	GPX92_RS13595
630	GPX92_RS13755	GPX92_RS13755
631	EXA14_RS18440	EXA14_RS18440
632	EXA15_RS03070	EXA15_RS03070
633	EXA16_RS14635	EXA16_RS14635
634	EXA18_RS09370	EXA18_RS09370
634	EXA18_RS09370	TW84_RS15810
635	EXA19_RS16980	EXA19_RS16980
636	EXA20_RS07460	EXA20_RS07460
637	EXA22_RS15795	EXA22_RS15795
638	ET948_RS09380	ET948_RS09380
638	ET948_RS09380	TW84_RS03600
639	ET948_RS09565	ET948_RS09565
639	ET948_RS09565	CEQ48_RS13245
639	ET948_RS09565	TW84_RS08505
640	ET948_RS11305	ET948_RS11305
640	ET948_RS11305	CEQ48_RS12765
640	ET948_RS11305	TW84_RS07925
641	ET948_RS14890	ET948_RS14890
642	GPX87_RS09795	GPX87_RS09795
643	EXA14_RS03200	EXA14_RS03200
644	EXA14_RS03360	EXA14_RS03360
645	ET948_RS10785	ET948_RS10785
646	ET948_RS14015	ET948_RS14015
647	EXA14_RS11055	EXA14_RS11055
648	EXA15_RS14575	EXA15_RS14575
649	EXA17_RS17505	EXA17_RS17505
650	EXA18_RS06755	EXA18_RS06755
651	EXA20_RS17730	EXA20_RS17730
652	EXA20_RS16395	EXA20_RS16395
653	EXA22_RS14850	EXA22_RS14850
654	EXA22_RS12350	EXA22_RS12350
654	EXA22_RS12350	CEQ48_RS17785
655	MJ623_RS10615	MJ623_RS10615
655	MJ623_RS10615	EXA15_RS09935
656	MJ623_RS18560	MJ623_RS18560
657	MJ623_RS19230	MJ623_RS19230
658	ET948_RS15200	ET948_RS15200
659	GPX87_RS14260	GPX87_RS14260
660	EXA14_RS17985	EXA14_RS17985
661	EXA16_RS16905	EXA16_RS16905
662	EXA18_RS06940	EXA18_RS06940
663	EXA19_RS17185	EXA19_RS17185
664	EXA21_RS16865	EXA21_RS16865
665	EXA22_RS17805	EXA22_RS17805
666	ET948_RS04090	ET948_RS04090
666	ET948_RS04090	CEQ48_RS18805
666	ET948_RS04090	TW84_RS01690
667	ET948_RS06635	ET948_RS06635
668	ET948_RS06980	ET948_RS06980
668	ET948_RS06980	TW84_RS09070
668	ET948_RS06980	CEQ48_RS15435
669	ET948_RS13800	ET948_RS13800
669	ET948_RS13800	DLR58_RS02510
669	ET948_RS13800	TW84_RS04310
670	GPX87_RS01035	GPX87_RS01035
671	GPX92_RS03505	GPX92_RS03505
671	GPX92_RS03505	DLR58_RS17470
671	GPX92_RS03505	JYA58_RS13225
672	EXA14_RS15290	EXA14_RS15290
672	EXA14_RS15290	DLR61_RS01045
673	EXA14_RS17865	EXA14_RS17865
674	EXA16_RS15400	EXA16_RS15400
675	EXA22_RS04430	EXA22_RS04430
676	EXA22_RS06770	EXA22_RS06770
677	EXA22_RS10465	EXA22_RS10465
678	EXA23_RS04135	EXA23_RS04135
679	MJ623_RS00630	MJ623_RS00630
680	MJ623_RS20730	MJ623_RS20730
681	ET948_RS02030	ET948_RS02030
682	ET948_RS04600	ET948_RS04600
682	ET948_RS04600	CEQ48_RS19275
682	ET948_RS04600	TW84_RS20760
683	ET948_RS04785	ET948_RS04785
683	ET948_RS04785	CEQ48_RS19215
683	ET948_RS04785	TW84_RS10840
684	ET948_RS05030	ET948_RS05030
685	ET948_RS07485	ET948_RS07485
685	ET948_RS07485	TW84_RS05130
685	ET948_RS07485	CEQ48_RS07825
686	ET948_RS07730	ET948_RS07730
686	ET948_RS07730	CEQ48_RS08090
686	ET948_RS07730	TW84_RS16375
687	ET948_RS16220	ET948_RS16220
688	ET948_RS16390	ET948_RS16390
689	GPX87_RS06865	GPX87_RS06865
690	GPX92_RS02675	GPX92_RS02675
691	GPX94_RS17590	GPX94_RS17590
692	EXA14_RS16705	EXA14_RS16705
692	EXA14_RS16705	AACU23_RS08860
693	EXA16_RS16625	EXA16_RS16625
693	EXA16_RS16625	EXA15_RS04685
693	EXA16_RS16625	DLR61_RS17270
693	EXA16_RS16625	EXA14_RS18050
694	EXA17_RS02355	EXA17_RS02355
695	EXA19_RS14880	EXA19_RS14880
696	EXA20_RS13915	EXA20_RS13915
697	EXA22_RS16490	EXA22_RS16490
698	EXA22_RS07965	EXA22_RS07965
699	EXA23_RS14740	EXA23_RS14740
699	EXA23_RS14740	EXA14_RS16530
699	EXA23_RS14740	EXA23_RS14710
699	EXA23_RS14740	EXA14_RS16500
700	MJ623_RS12145	MJ623_RS12145
701	MJ623_RS19130	MJ623_RS19130
702	ET948_RS03740	ET948_RS03740
703	ET948_RS08015	ET948_RS08015
703	ET948_RS08015	CEQ48_RS08300
703	ET948_RS08015	TW84_RS06060
704	ET948_RS08740	ET948_RS08740
704	ET948_RS08740	DLR58_RS01110
704	ET948_RS08740	TW84_RS07315
705	ET948_RS16985	ET948_RS16985
705	ET948_RS16985	DLR58_RS11175
706	GPX87_RS08450	GPX87_RS08450
707	JYA58_RS16105	JYA58_RS16105
708	JYA58_RS21850	JYA58_RS21850
708	JYA58_RS21850	EXA19_RS14855
709	JYA58_RS07585	JYA58_RS07585
710	JYA57_RS21765	JYA57_RS21765
711	OH455_RS02415	OH455_RS02415
711	OH455_RS02415	TW84_RS01680
712	ABS858_RS10835	ABS858_RS10835
713	AACS08_RS23760	AACS08_RS23760
714	AACX92_RS04585	AACX92_RS04585
715	TW84_RS02145	TW84_RS02145
716	TW84_RS02310	TW84_RS02310
716	TW84_RS02310	CEQ48_RS05100
717	TW84_RS07405	TW84_RS07405
718	TW84_RS11115	TW84_RS11115
718	TW84_RS11115	ET948_RS17390
718	TW84_RS11115	CEQ48_RS03435
719	TW84_RS11275	TW84_RS11275
719	TW84_RS11275	DLR58_RS00335
719	TW84_RS11275	ET948_RS17280
720	TW84_RS15165	TW84_RS15165
721	TW84_RS15400	TW84_RS15400
722	CEQ48_RS02475	CEQ48_RS02475
722	CEQ48_RS02475	TW84_RS02500
723	CEQ48_RS04505	CEQ48_RS04505
723	CEQ48_RS04505	TW84_RS17585
724	CEQ48_RS04785	CEQ48_RS04785
725	DLR58_RS04195	DLR58_RS04195
725	DLR58_RS04195	ET948_RS08000
725	DLR58_RS04195	TW84_RS06045
726	DLR58_RS19050	DLR58_RS19050
726	DLR58_RS19050	TW84_RS20320
726	DLR58_RS19050	DLR59_RS16835
726	DLR58_RS19050	CEQ48_RS14300
726	DLR58_RS19050	TW84_RS18900
726	DLR58_RS19050	DLR61_RS13740
727	DLR58_RS05775	DLR58_RS05775
727	DLR58_RS05775	TW84_RS22490
727	DLR58_RS05775	ET948_RS03150
728	DLR58_RS06210	DLR58_RS06210
728	DLR58_RS06210	ET948_RS17385
728	DLR58_RS06210	TW84_RS11120
729	DLR58_RS09040	DLR58_RS09040
729	DLR58_RS09040	ET948_RS14465
730	DLR58_RS00590	DLR58_RS00590
730	DLR58_RS00590	DLR62_RS14350
731	DLR58_RS10975	DLR58_RS10975
732	DLR58_RS12350	DLR58_RS12350
733	DLR58_RS13490	DLR58_RS13490
734	DLR58_RS14895	DLR58_RS14895
735	DLR58_RS02985	DLR58_RS02985
735	DLR58_RS02985	TW84_RS20090
735	DLR58_RS02985	ET948_RS03085
736	DLR58_RS18185	DLR58_RS18185
736	DLR58_RS18185	EXA14_RS16490
736	DLR58_RS18185	TW84_RS09485
737	DLR62_RS09375	DLR62_RS09375
737	DLR62_RS09375	ET948_RS10170
737	DLR62_RS09375	TW84_RS04630
738	DLR62_RS03575	DLR62_RS03575
738	DLR62_RS03575	GPX92_RS08195
738	DLR62_RS03575	EXA22_RS13070
738	DLR62_RS03575	EXA18_RS07810
738	DLR62_RS03575	DLR64_RS08740
738	DLR62_RS03575	EXA23_RS12595
738	DLR62_RS03575	CEQ48_RS18080
739	DLR62_RS18315	DLR62_RS18315
740	DLR62_RS19160	DLR62_RS19160
741	DLR61_RS02930	DLR61_RS02930
742	DLR61_RS07755	DLR61_RS07755
743	DLR65_RS12645	DLR65_RS12645
744	DLR65_RS16135	DLR65_RS16135
745	DLR65_RS02215	DLR65_RS02215
746	DLR65_RS18940	DLR65_RS18940
747	DLR65_RS19105	DLR65_RS19105
748	AACU04_RS02165	AACU04_RS02165
748	AACU04_RS02165	EXA23_RS12615
749	AACU04_RS18630	AACU04_RS18630
750	AACT71_RS16660	AACT71_RS16660
751	AACU00_RS12625	AACU00_RS12625
752	AACT69_RS00235	AACT69_RS00235
753	AACT69_RS12960	AACT69_RS12960
753	AACT69_RS12960	MJ623_RS14925
754	AACU23_RS08075	AACU23_RS08075
755	AACU23_RS10860	AACU23_RS10860
756	AACU23_RS18130	AACU23_RS18130
757	CEQ48_RS05595	CEQ48_RS05595
757	CEQ48_RS05595	TW84_RS21970
757	CEQ48_RS05595	ET948_RS05225
758	CEQ48_RS05795	CEQ48_RS05795
758	CEQ48_RS05795	ET948_RS05445
758	CEQ48_RS05795	TW84_RS22105
759	CEQ48_RS06770	CEQ48_RS06770
760	CEQ48_RS07005	CEQ48_RS07005
760	CEQ48_RS07005	TW84_RS13505
760	CEQ48_RS07005	ET948_RS01370
761	CEQ48_RS09485	CEQ48_RS09485
762	DLR58_RS08640	DLR58_RS08640
762	DLR58_RS08640	TW84_RS13705
762	DLR58_RS08640	ET948_RS06790
763	DLR58_RS09710	DLR58_RS09710
763	DLR58_RS09710	TW84_RS22710
763	DLR58_RS09710	ET948_RS09825
764	DLR58_RS11180	DLR58_RS11180
764	DLR58_RS11180	ET948_RS16980
765	DLR58_RS12240	DLR58_RS12240
766	DLR58_RS14405	DLR58_RS14405
766	DLR58_RS14405	TW84_RS14580
767	DLR58_RS16045	DLR58_RS16045
767	DLR58_RS16045	ET948_RS12735
768	DLR58_RS17575	DLR58_RS17575
769	DLR62_RS10405	DLR62_RS10405
770	DLR62_RS15945	DLR62_RS15945
770	DLR62_RS15945	JYA57_RS17395
771	DLR62_RS19280	DLR62_RS19280
772	DLR61_RS18385	DLR61_RS18385
773	DLR65_RS12510	DLR65_RS12510
774	EXA18_RS11665	EXA18_RS11665
775	EXA20_RS17375	EXA20_RS17375
776	EXA20_RS07540	EXA20_RS07540
777	EXA22_RS15820	EXA22_RS15820
778	ET948_RS02575	ET948_RS02575
779	ET948_RS09590	ET948_RS09590
779	ET948_RS09590	TW84_RS08480
779	ET948_RS09590	CEQ48_RS13220
780	ET948_RS09785	ET948_RS09785
780	ET948_RS09785	CEQ48_RS12660
780	ET948_RS09785	TW84_RS03350
781	ET948_RS14925	ET948_RS14925
782	GPX87_RS09815	GPX87_RS09815
782	GPX87_RS09815	ET948_RS01955
782	GPX87_RS09815	GPX87_RS13730
782	GPX87_RS09815	TW84_RS10990
782	GPX87_RS09815	EXA14_RS16170
782	GPX87_RS09815	DLR58_RS01195
783	EXA14_RS03220	EXA14_RS03220
784	EXA14_RS03380	EXA14_RS03380
785	EXA14_RS16310	EXA14_RS16310
786	EXA16_RS07845	EXA16_RS07845
787	EXA22_RS11055	EXA22_RS11055
788	EXA23_RS11870	EXA23_RS11870
789	MJ623_RS08665	MJ623_RS08665
790	ET948_RS00640	ET948_RS00640
790	ET948_RS00640	AACT71_RS11780
790	ET948_RS00640	GPX87_RS08470
790	ET948_RS00640	CEQ48_RS14975
791	ET948_RS05850	ET948_RS05850
792	ET948_RS11990	ET948_RS11990
793	ET948_RS12175	ET948_RS12175
793	ET948_RS12175	CEQ48_RS09725
793	ET948_RS12175	TW84_RS10300
794	ET948_RS17775	ET948_RS17775
795	TW84_RS00115	TW84_RS00115
795	TW84_RS00115	CEQ48_RS11545
796	TW84_RS00285	TW84_RS00285
797	TW84_RS00450	TW84_RS00450
798	TW84_RS04365	TW84_RS04365
799	TW84_RS04545	TW84_RS04545
800	TW84_RS05060	TW84_RS05060
801	TW84_RS05225	TW84_RS05225
801	TW84_RS05225	ET948_RS14535
801	TW84_RS05225	CEQ48_RS00130
802	TW84_RS05585	TW84_RS05585
803	TW84_RS05910	TW84_RS05910
803	TW84_RS05910	DLR58_RS08115
803	TW84_RS05910	ET948_RS00080
804	TW84_RS06240	TW84_RS06240
804	TW84_RS06240	ET948_RS02535
804	TW84_RS06240	DLR58_RS05365
805	TW84_RS06410	TW84_RS06410
805	TW84_RS06410	ET948_RS05890
805	TW84_RS06410	CEQ48_RS06305
806	TW84_RS10615	TW84_RS10615
807	TW84_RS11110	TW84_RS11110
807	TW84_RS11110	DLR58_RS14320
808	TW84_RS25340	TW84_RS25340
809	TW84_RS14630	TW84_RS14630
809	TW84_RS14630	CEQ48_RS12435
810	TW84_RS18320	TW84_RS18320
811	TW84_RS18545	TW84_RS18545
812	TW84_RS22110	TW84_RS22110
812	TW84_RS22110	ET948_RS05440
812	TW84_RS22110	CEQ48_RS05790
813	TW84_RS22295	TW84_RS22295
813	TW84_RS22295	EXA14_RS13545
813	TW84_RS22295	CEQ48_RS16625
814	HRU48_RS20260	HRU48_RS20260
815	JYA58_RS23470	JYA58_RS23470
816	JYA57_RS13775	JYA57_RS13775
817	AACS08_RS18600	AACS08_RS18600
818	TW84_RS00655	TW84_RS00655
819	TW84_RS00825	TW84_RS00825
820	TW84_RS01010	TW84_RS01010
821	TW84_RS17175	TW84_RS17175
822	TW84_RS17575	TW84_RS17575
822	TW84_RS17575	ET948_RS10895
822	TW84_RS17575	CEQ48_RS04495
823	TW84_RS21685	TW84_RS21685
823	TW84_RS21685	CEQ48_RS15905
823	TW84_RS21685	ET948_RS06530
824	HRU48_RS14880	HRU48_RS14880
825	HRU48_RS23285	HRU48_RS23285
826	JYA58_RS21440	JYA58_RS21440
827	JYA57_RS16305	JYA57_RS16305
828	OH455_RS08355	OH455_RS08355
829	AACS08_RS15500	AACS08_RS15500
830	AACX92_RS12555	AACX92_RS12555
831	TW84_RS01145	TW84_RS01145
